cabinet,type,name type,scientific name,common name,number,taxonomic classification,taxonomic classifivation
2.10-2.21,a,scientific,ammotragus lervia,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Caprinae', 'Ammotragus', 'Ammotragus lervia', 'Ammotragus lervia angusi', 'Ammotragus lervia blainei', 'Ammotragus lervia fassini', 'Ammotragus lervia lervia', 'Ammotragus lervia ornatus', 'Ammotragus lervia sahariensis']"
2.10-2.21,a,common,ovis orientalis musimon,mouflon,,,FIX
2.10-2.21,a,scientific,sus scrofa,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Suidae', 'Suinae', 'Suini', 'Sus', 'Sus scrofa', 'Sus scrofa algira', 'Sus scrofa attila', 'Sus scrofa cristatus', 'Sus scrofa davidi', 'Sus scrofa leucomystax', 'Sus scrofa libycus', 'Sus scrofa majori', 'Sus scrofa meridionalis', 'Sus scrofa moupinensis', 'Sus scrofa nigripes', 'Sus scrofa riukiuanus', 'Sus scrofa scrofa', 'Sus scrofa sibiricus', 'Sus scrofa taivanus', 'Sus scrofa ussuricus', 'Sus scrofa vittatus']"
2.10-2.21,a,scientific,procapra gutturosa,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Antilopinae', 'Procapra', 'Procapra gutturosa']"
2.10-2.21,a,common,ovis gmelini,mouflon,,,FIX
2.10-2.21,a,scientific,ovis cycloceros,,,,FIX
2.10-2.21,a,common,ovis laristanica,mouflon,,,FIX
2.10-2.21,a,scientific,panthera onca,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera onca']"
2.10-2.21,a,scientific,alces alces,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Alces', 'Alces alces', 'Alces alces alces', 'Alces alces caucasicus']"
2.10-2.21,a,scientific,pecari tajacu,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Tayassuidae', 'Pecari', 'Pecari tajacu', 'Pecari tajacu angulatus', 'Pecari tajacu bangsi', 'Pecari tajacu crassus', 'Pecari tajacu crusnigrum', 'Pecari tajacu humeralis', 'Pecari tajacu nanus', 'Pecari tajacu nelsoni', 'Pecari tajacu niger', 'Pecari tajacu nigrescens', 'Pecari tajacu patira', 'Pecari tajacu sonoriensis', 'Pecari tajacu tajacu', 'Pecari tajacu torvus', 'Pecari tajacu yucatanensis']"
2.10-2.21,a,scientific,antilocapra americana,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Antilocapridae', 'Antilocapra', 'Antilocapra americana', 'Antilocapra americana peninsularis']"
2.10-2.21,a,scientific,ovis dalli stonei,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Caprinae', 'Ovis', 'Ovis dalli', 'Ovis dalli stonei']"
2.10-2.21,a,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
2.10-2.21,a,scientific,oreamnos americanus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Caprinae', 'Oreamnos', 'Oreamnos americanus']"
2.10-2.21,a,scientific,ovis dalli dalli,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Caprinae', 'Ovis', 'Ovis dalli', 'Ovis dalli dalli']"
2.10-2.21,a,common,cervus canadensis,elk,,,FIX
2.10-2.21,a,scientific,ovibos moschatus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Bovidae', 'Caprinae', 'Ovibos', 'Ovibos moschatus']"
2.10-2.21,a,scientific,rangifer tarandus caribou,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Rangifer', 'Rangifer tarandus', 'Rangifer tarandus caribou']"
3.01,i,scientific,equus caballus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus (Equus)', 'Equus caballus']"
3.02,i,scientific,equus zebra,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus (Hippotigris)', 'Equus zebra']"
3.03,i,scientific,rhinoceros unicornis,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Perissodactyla', 'Rhinocerotidae', 'Rhinoceros', 'Rhinoceros unicornis']"
3.03,a,scientific,diceros bicornis,,2.0,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Perissodactyla', 'Rhinocerotidae', 'Diceros', 'Diceros bicornis', 'Diceros bicornis bicornis', 'Diceros bicornis brucii', 'Diceros bicornis chobiensis', 'Diceros bicornis ladoensis', 'Diceros bicornis longipes', 'Diceros bicornis michaeli', 'Diceros bicornis minor', 'Diceros bicornis occidentalis']"
3.04,i,scientific,sus scrofa,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Suidae', 'Suinae', 'Suini', 'Sus', 'Sus scrofa', 'Sus scrofa algira', 'Sus scrofa attila', 'Sus scrofa cristatus', 'Sus scrofa davidi', 'Sus scrofa leucomystax', 'Sus scrofa libycus', 'Sus scrofa majori', 'Sus scrofa meridionalis', 'Sus scrofa moupinensis', 'Sus scrofa nigripes', 'Sus scrofa riukiuanus', 'Sus scrofa scrofa', 'Sus scrofa sibiricus', 'Sus scrofa taivanus', 'Sus scrofa ussuricus', 'Sus scrofa vittatus']"
3.05,i,scientific,hippopotamus amphibius,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Hippopotamidae', 'Hippopotamus', 'Hippopotamus amphibius', 'Hippopotamus amphibius amphibius', 'Hippopotamus amphibius capensis', 'Hippopotamus amphibius kiboko']"
3.06,a,scientific,alces alces,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Alces', 'Alces alces', 'Alces alces alces', 'Alces alces caucasicus']"
3.06,a,common,tragulus,mouse-deer,,,FIX
3.07,i,scientific,alces alces,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Alces', 'Alces alces', 'Alces alces alces', 'Alces alces caucasicus']"
3.08,i,scientific,cervus elaphus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Cervinae', 'Cervus', 'Cervus elaphus', 'Cervus elaphus alashanicus', 'Cervus elaphus atlanticus', 'Cervus elaphus barbarus', 'Cervus elaphus brauneri', 'Cervus elaphus canadensis', 'Cervus elaphus corsicanus', 'Cervus elaphus elaphus', 'Cervus elaphus hanglu', 'Cervus elaphus hispanicus', 'Cervus elaphus kansuensis', 'Cervus elaphus macneilli', 'Cervus elaphus maral', 'Cervus elaphus nannodes', 'Cervus elaphus pannoniensis', 'Cervus elaphus songaricus', 'Cervus elaphus wallichii', 'Cervus elaphus xanthopygus', 'Cervus elaphus yarkandensis']"
3.08.5,a,common,,plains bison,,,FIX
3.08.5,a,scientific,mammuthus,,,,"['Animalia', 'Bilateria', 'Protostomia', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Holometabola', 'Lepidoptera', 'Noctuoidea', 'Noctuidae', 'Noctuinae', 'Apameini', 'Resapamea', 'Resapamea mammuthus']"
3.09,i,scientific,dama dama,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Cervinae', 'Dama', 'Dama dama', 'Dama dama dama', 'Dama dama mesopotamica']"
3.10,a,scientific,cervus elaphus,,2.0,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Cervinae', 'Cervus', 'Cervus elaphus', 'Cervus elaphus alashanicus', 'Cervus elaphus atlanticus', 'Cervus elaphus barbarus', 'Cervus elaphus brauneri', 'Cervus elaphus canadensis', 'Cervus elaphus corsicanus', 'Cervus elaphus elaphus', 'Cervus elaphus hanglu', 'Cervus elaphus hispanicus', 'Cervus elaphus kansuensis', 'Cervus elaphus macneilli', 'Cervus elaphus maral', 'Cervus elaphus nannodes', 'Cervus elaphus pannoniensis', 'Cervus elaphus songaricus', 'Cervus elaphus wallichii', 'Cervus elaphus xanthopygus', 'Cervus elaphus yarkandensis']"
3.10,a,scientific,odocoileus hemionus,,2.0,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus californicus', 'Odocoileus hemionus cerrosensis', 'Odocoileus hemionus columbianus', 'Odocoileus hemionus eremicus', 'Odocoileus hemionus fuliginatus', 'Odocoileus hemionus hemionus', 'Odocoileus hemionus inyoensis', 'Odocoileus hemionus peninsulae', 'Odocoileus hemionus sheldoni', 'Odocoileus hemionus sitkensis']"
3.10,a,scientific,cervus elaphus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Cervinae', 'Cervus', 'Cervus elaphus', 'Cervus elaphus alashanicus', 'Cervus elaphus atlanticus', 'Cervus elaphus barbarus', 'Cervus elaphus brauneri', 'Cervus elaphus canadensis', 'Cervus elaphus corsicanus', 'Cervus elaphus elaphus', 'Cervus elaphus hanglu', 'Cervus elaphus hispanicus', 'Cervus elaphus kansuensis', 'Cervus elaphus macneilli', 'Cervus elaphus maral', 'Cervus elaphus nannodes', 'Cervus elaphus pannoniensis', 'Cervus elaphus songaricus', 'Cervus elaphus wallichii', 'Cervus elaphus xanthopygus', 'Cervus elaphus yarkandensis']"
3.11,i,scientific,dama dama,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Cervinae', 'Dama', 'Dama dama', 'Dama dama dama', 'Dama dama mesopotamica']"
3.11,a,scientific,mazama gouazoubira,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Mazama', 'Mazama gouazoubira', 'Mazama gouazoubira cita', 'Mazama gouazoubira gouazoubira', 'Mazama gouazoubira medemi', 'Mazama gouazoubira mexianae', 'Mazama gouazoubira murelia', 'Mazama gouazoubira nemorivaga', 'Mazama gouazoubira permira', 'Mazama gouazoubira rondoni', 'Mazama gouazoubira sanctaemartae', 'Mazama gouazoubira superciliaris', 'Mazama gouazoubira tschudii']"
3.11,a,common,cervus canadensis,elk,,,FIX
3.11,a,scientific,odocoileus hemionus columbianus,,2.0,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus columbianus']"
3.11,a,scientific,odocoileus hemionus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus californicus', 'Odocoileus hemionus cerrosensis', 'Odocoileus hemionus columbianus', 'Odocoileus hemionus eremicus', 'Odocoileus hemionus fuliginatus', 'Odocoileus hemionus hemionus', 'Odocoileus hemionus inyoensis', 'Odocoileus hemionus peninsulae', 'Odocoileus hemionus sheldoni', 'Odocoileus hemionus sitkensis']"
3.12,i,scientific,odocoileus hemionus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus californicus', 'Odocoileus hemionus cerrosensis', 'Odocoileus hemionus columbianus', 'Odocoileus hemionus eremicus', 'Odocoileus hemionus fuliginatus', 'Odocoileus hemionus hemionus', 'Odocoileus hemionus inyoensis', 'Odocoileus hemionus peninsulae', 'Odocoileus hemionus sheldoni', 'Odocoileus hemionus sitkensis']"
3.13,a,scientific,odocoileus hemionus,,4.0,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus californicus', 'Odocoileus hemionus cerrosensis', 'Odocoileus hemionus columbianus', 'Odocoileus hemionus eremicus', 'Odocoileus hemionus fuliginatus', 'Odocoileus hemionus hemionus', 'Odocoileus hemionus inyoensis', 'Odocoileus hemionus peninsulae', 'Odocoileus hemionus sheldoni', 'Odocoileus hemionus sitkensis']"
3.14,i,scientific,odocoileus hemionus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus californicus', 'Odocoileus hemionus cerrosensis', 'Odocoileus hemionus columbianus', 'Odocoileus hemionus eremicus', 'Odocoileus hemionus fuliginatus', 'Odocoileus hemionus hemionus', 'Odocoileus hemionus inyoensis', 'Odocoileus hemionus peninsulae', 'Odocoileus hemionus sheldoni', 'Odocoileus hemionus sitkensis']"
3.15,a,scientific,odocoileus hemionus columbianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus columbianus']"
3.16,i,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
3.17,a,scientific,odocoileus hemionus columbianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus columbianus']"
3.17,a,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
3.18,i,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
3.20,i,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
3.21,a,scientific,odocoileus hemionus sitkensis,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus hemionus', 'Odocoileus hemionus sitkensis']"
3.22,i,scientific,odocoileus virginianus,,,,"['Animalia', 'Bilateria', 'Deuterostomia', 'Chordata', 'Vertebrata', 'Gnathostomata', 'Tetrapoda', 'Mammalia', 'Theria', 'Eutheria', 'Artiodactyla', 'Cervidae', 'Capreolinae', 'Odocoileus', 'Odocoileus virginianus', 'Odocoileus virginianus acapulcensis', 'Odocoileus virginianus borealis', 'Odocoileus virginianus cariacou', 'Odocoileus virginianus carminis', 'Odocoileus virginianus chiriquensis', 'Odocoileus virginianus clavium', 'Odocoileus virginianus couesi', 'Odocoileus virginianus curassavicus', 'Odocoileus virginianus dacotensis', 'Odocoileus virginianus goudotii', 'Odocoileus virginianus gymnotis', 'Odocoileus virginianus hiltonensis', 'Odocoileus virginianus leucurus', 'Odocoileus virginianus macrourus', 'Odocoileus virginianus margaritae', 'Odocoileus virginianus mcilhennyi', 'Odocoileus virginianus mexicanus', 'Odocoileus virginianus miquihuanensis', 'Odocoileus virginianus nelsoni', 'Odocoileus virginianus nemoralis', 'Odocoileus virginianus nigribarbis', 'Odocoileus virginianus oaxacensis', 'Odocoileus virginianus ochrourus', 'Odocoileus virginianus osceola', 'Odocoileus virginianus peruvianus', 'Odocoileus virginianus rothschildi', 'Odocoileus virginianus seminolus', 'Odocoileus virginianus sinaloae', 'Odocoileus virginianus taurinsulae', 'Odocoileus virginianus texanus', 'Odocoileus virginianus thomasi', 'Odocoileus virginianus toltecus', 'Odocoileus virginianus tropicalis', 'Odocoileus virginianus ustus', 'Odocoileus virginianus venatorius', 'Odocoileus virginianus veraecrucis', 'Odocoileus virginianus virginianus', 'Odocoileus virginianus yucatanensis']"
